file_a,file_b,label,clone_type,error,string_exact_match,string_similarity_ratio,jaccard_similarity,tfidf_cosine_similarity,markov_similarity,kl_divergence_a_to_b,kl_divergence_b_to_a,lexical_statistical_score,ast_node_type_jaccard,ast_sequence_similarity,ast_node_count_similarity,ast_depth_similarity,tree_edit_distance,tree_edit_similarity,apted_available,apted_tree_edit_distance,apted_tree_edit_similarity,structural_score,semantic_runnable,semantic_reason,semantic_function_a,semantic_function_b,semantic_tested_arity,semantic_total_cases,semantic_both_return_count,semantic_matching_return_count,semantic_successful_overlap,semantic_output_similarity,semantic_score,embedding_model,embedding_feature_count,embedding_cosine_similarity,embedding_score
submission295.py,submission296.py,1,3,,False,0.7865168539325843,0.47058823529411764,0.8913949595990919,0.9175574991901523,3.6748729346175133,4.116348819344681,0.6329593784064019,0.47368421052631576,0.6086956521739131,0.9166666666666666,0.8571428571428572,17,0.29166666666666663,si,13,0.45833333333333337,0.6076250408630272,si,ok,compute_factorial,compute_factorial,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9217014949183535,0.9217014949183535
submission297.py,submission298.py,1,3,,False,0.7559055118110236,0.8333333333333334,0.9240699594803881,0.891156462585034,0.1859222525069465,2.1864133942570256,0.7969365652641007,0.7857142857142857,0.8125,0.8823529411764706,1.0,11,0.3529411764705882,si,5,0.7058823529411764,0.8043855042016806,si,ok,get_absolute,get_absolute,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9650498476186135,0.9650498476186135
submission299.py,submission300.py,1,3,,False,0.7521367521367521,0.7647058823529411,0.9658321036192496,0.9486556527372854,1.0123177464939017,1.3357287271003158,0.8008878631942304,0.7058823529411765,0.7636363636363637,0.7741935483870968,1.0,15,0.5161290322580645,si,12,0.6129032258064516,0.7320855614973262,si,ok,find_minimum,find_minimum,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,0.9601893662198433,0.9601893662198433
submission301.py,submission302.py,1,3,,False,0.6602870813397129,0.5263157894736842,0.8833784980399398,0.8925122496551068,2.049167085651537,4.485562961443731,0.6482780650628552,0.5263157894736842,0.5384615384615384,0.48571428571428577,0.875,25,0.2857142857142857,si,21,0.4,0.5202356853672643,si,ok,contains_item,contains_item,2,7,5,5,0.7142857142857143,1.0,1.0,text-embedding-3-small,1536,0.9326268262884408,0.9326268262884408
submission303.py,submission304.py,1,3,,False,0.6338797814207651,0.6923076923076923,0.9476127772402974,0.8982831227729187,3.0641686251915443,0.22484398026450542,0.7472612484343865,0.7142857142857143,0.6111111111111112,0.7142857142857143,1.0,12,0.4285714285714286,si,10,0.5238095238095238,0.6599206349206349,si,ok,join_words,join_words,1,10,2,2,0.2,1.0,1.0,text-embedding-3-small,1536,0.9495563141051253,0.9495563141051253
submission305.py,submission306.py,1,3,,False,0.8465608465608465,0.7692307692307693,0.8840635443890121,0.9479105928085519,2.626281711570669,1.7811777761120529,0.7479976508953362,0.7333333333333333,0.7555555555555555,0.9565217391304348,0.875,20,0.13043478260869568,si,11,0.5217391304347826,0.7230555555555556,si,ok,rectangle_area,rectangle_area,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,0.9689874599499629,0.9689874599499629
submission307.py,submission308.py,1,3,,True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,si,0,1.0,1.0,si,ok,sum_squares,sum_squares,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,1.0,1.0
submission309.py,submission310.py,1,3,,False,0.7368421052631579,0.8333333333333334,0.915633126494683,0.9242954324586977,2.3621154512795006,0.18103399918084187,0.7975936737218161,0.8571428571428571,0.6818181818181818,0.76,1.0,14,0.43999999999999995,si,10,0.6,0.7358831168831168,si,ok,apply_tax,apply_tax,1,10,5,4,0.5,0.8,0.8,text-embedding-3-small,1536,0.9650023145879396,0.9650023145879396
submission311.py,submission312.py,1,3,,False,0.6258503401360545,0.6428571428571429,0.7862837969176724,0.8973760932944607,2.3003338769074797,2.7972679242740157,0.6645745647384709,0.4444444444444444,0.3888888888888889,0.8,0.7777777777777778,18,0.09999999999999998,si,10,0.5,0.5338888888888889,si,ok,has_negative,has_negative,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,0.9212811589551275,0.9212811589551275
submission313.py,submission314.py,1,3,,False,0.6960352422907489,0.7272727272727273,0.8251758505258149,1.0,3.512975668611358,2.260942720724571,0.7171886766587728,0.8181818181818182,0.8888888888888888,1.0,0.75,29,0.0,si,7,0.7407407407407407,0.8330808080808081,si,ok,get_grade,get_grade,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.9647329501235914,0.9647329501235914
submission315.py,submission316.py,1,3,,False,0.591304347826087,0.5263157894736842,0.8487069842747963,0.9221873364730507,2.0993589051678327,5.111636134167411,0.6403706608808436,0.5714285714285714,0.5517241379310345,0.4871794871794872,0.8888888888888888,27,0.3076923076923077,si,23,0.41025641025641024,0.5372594838112079,si,ok,first_seven_multiplier,first_seven_multiplier,1,10,4,4,0.4,1.0,1.0,text-embedding-3-small,1536,0.9288974251314189,0.9288974251314189
submission317.py,submission318.py,1,3,,False,0.6968325791855203,0.7058823529411765,0.952371535012785,0.8757122507122507,1.803392678143961,1.5711245354378078,0.7470439061135659,0.4,0.5909090909090909,0.76,0.9,26,0.0,si,15,0.4,0.5517272727272727,si,ok,filter_long_words,filter_long_words,2,7,0,0,0.0,0.0,0.25,text-embedding-3-small,1536,0.905206545984136,0.905206545984136
submission319.py,submission320.py,1,3,,False,0.5853658536585366,0.8,0.948460172466489,0.8996819507023589,2.2037507995464742,0.1792120635773444,0.7957369080458089,0.47058823529411764,0.5652173913043478,0.7037037037037037,0.8888888888888888,30,0.0,si,19,0.2962962962962963,0.5187553282182438,si,ok,make_zero_matrix,make_zero_matrix,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,0.9490670122275805,0.9490670122275805
submission321.py,submission322.py,1,3,,False,0.7897435897435897,0.6923076923076923,0.8819884162007735,0.8822751322751323,2.259801300145411,2.259801300145411,0.7100972918045525,0.6153846153846154,0.7142857142857143,0.8666666666666667,1.0,11,0.2666666666666667,si,8,0.4666666666666667,0.6716483516483517,si,ok,get_user_email,get_user_email,1,10,0,0,0.0,0.0,0.0,text-embedding-3-small,1536,0.9242930285512883,0.9242930285512883
submission323.py,submission324.py,1,3,,False,0.7486033519553073,0.5625,0.9173962147989682,0.9089731130547457,2.6001174074647273,2.90459859434562,0.6790633054453008,0.5294117647058824,0.6521739130434783,0.7037037037037037,0.8571428571428572,16,0.40740740740740744,si,13,0.5185185185185186,0.615751228027443,si,ok,calculate_power,calculate_power,2,7,2,2,0.2857142857142857,1.0,1.0,text-embedding-3-small,1536,0.9423622785855695,0.9423622785855695
submission325.py,submission326.py,1,3,,False,0.9090909090909091,0.7333333333333333,0.9746946416340141,0.9715522572665429,0.7982913839239372,1.844126244881059,0.7928808465858653,0.7058823529411765,0.8627450980392157,0.8888888888888888,1.0,11,0.5925925925925926,si,7,0.7407407407407407,0.8124183006535948,si,ok,keep_vowels,keep_vowels,1,10,2,2,0.2,1.0,1.0,text-embedding-3-small,1536,0.9767007330229597,0.9767007330229597
submission327.py,submission328.py,1,3,,False,0.6609195402298851,0.7647058823529411,0.9720194059738048,0.9430272108843537,0.12801522077280597,1.7406267509920026,0.8130184844755064,0.7777777777777778,0.7228915662650602,0.6274509803921569,0.9,27,0.47058823529411764,si,23,0.5490196078431373,0.6851019765335853,si,ok,flatten_coordinates,flatten_coordinates,1,10,2,2,0.2,1.0,1.0,text-embedding-3-small,1536,0.8698316483110184,0.8698316483110184
submission329.py,submission330.py,1,3,,False,0.8807339449541285,0.7222222222222222,0.9580667544419315,0.9516079158936301,1.2272343878262817,1.4343345331509303,0.7802162963490323,0.75,0.84375,0.8285714285714285,0.875,20,0.4285714285714286,si,8,0.7714285714285715,0.8041517857142858,si,ok,safe_factorial,safe_factorial,1,10,5,5,0.5,1.0,1.0,text-embedding-3-small,1536,0.970896531170484,0.970896531170484
